yarn_id,num_fibers,fiber_type,company_name,weight_name,machine_washable,yarn_name,permalink,rating_avg,pill_rank,split_rank
50120,1,"[Nylon, Wool]",Eden Cottage Yarns,Fingering,1,Tempo 4ply,wild-fire-fibres-tempo-4ply,4.57,0.452332546,0.568004667
50158,0,[Cotton],Rico Design,Aran,1,Creative Cotton Aran,rico-design-creative-cotton-aran,4.15,0.414414305,0.780753155
50187,0,[Merino],Swans Island,Light Fingering,,Natural Colors Merino Fingering,swans-island-natural-colors-merino-fingering,4.61,0.772885032,0.766838891
50193,1,"[Polyester, Acrylic]",Lion Brand,Bulky,1,Holiday Homespun,lion-brand-holiday-homespun,3.55,0.43824107,0.597715948
50203,1,"[Cashmere, Merino]",Zen Yarn Garden,Lace,0,Serenity Lace,zen-yarn-garden-serenity-lace,4.57,0.432876149,0.416824214
50264,0,[Merino],Textiles de la Marque,DK,0,Cashwool,textiles-de-la-marque-cashwool,4.05,0.504024971,0.495460442
50273,0,[Merino],The Unique Sheep,Light Fingering,0,Green Sheep Fingering,the-unique-sheep-green-sheep-fingering,4.62,0.675954627,0.725090705
50277,1,"[Nylon, Merino]",Aslan Trends,Aran,0,Bariloche,aslan-trends-bariloche,4.5,0.368989573,0.343021517
50314,1,"[Nylon, Merino]",Punta Yarns,Fingering,1,Merisock Hand Painted,punta-yarns-merisock-hand-painted,4.31,0.72935138,0.857186361
50381,1,"[Nylon, Wool]",Lana Grossa,Fingering,1,Meilenweit Solo,lana-grossa-meilenweit-solo,3.95,0.638779434,0.763628042
50396,1,"[Wool, Acrylic]",Himalaya El Örgü İplikleri,Aran,1,Padisah,himalaya-el-orgu-iplikleri-padisah,3.69,0.541061449,0.517424206
50403,1,"[Acrylic, Merino]",Lana Grossa,Super Bulky,1,Mille II,lana-grossa-mille-ii,4.05,0.585700362,0.572493639
50405,1,"[Alpaca, Rayon, Merino]",Rowan,Aran,,Felted Tweed Aran,rowan-felted-tweed-aran,4.36,0.569981119,0.589671161
50424,1,"[Nylon, Cashmere, Merino]",A Verb for Keeping Warm,Sport,,Annapurna Cashmere ,a-verb-for-keeping-warm-annapurna-cashmere,4.69,0.487777611,0.49046864
50425,1,"[Silk, Merino]",A Verb for Keeping Warm,Sport,0,Metamorphosis,a-verb-for-keeping-warm-metamorphosis,4.19,0.476265402,0.479811456
50455,0,[Wool],St-Denis,Sport,0,Nordique,st-denis-nordique,4.41,0.473551092,0.564081213
50482,0,[Merino],Becoming Art,Sport,1,Cielo sport,becoming-art-cielo-sport,4.91,0.560051994,0.593735025
50488,1,"[Nylon, Wool]",Gale's Art,Fingering,1,Sock,gales-art-sock,4.64,0.491492801,0.519647119
50508,0,[Merino],Lana Grossa,Worsted,1,Cool Wool Merino Big Melange,lana-grossa-cool-wool-merino-big-melange,4.55,0.89631634,0.777005416
50527,1,"[Nylon, Merino, Alpaca]",Rowan,Worsted,,Lima,rowan-lima,4.58,0.346416398,0.297284889
50557,1,"[Camel, Merino]",Classic Elite Yarns,Aran,0,Kumara,classic-elite-yarns-kumara,4.52,0.681490139,0.753886656
50599,1,"[Nylon, Cashmere, Merino]",Indigodragonfly,Fingering,1,MerGoat Sock,indigodragonfly-mergoat-sock,4.79,0.602325745,0.629307343
50615,1,"[Nylon, Merino]",Knit Picks,Sport,1,Bare Stroll Sport,knit-picks-bare-stroll-sport,4.59,0.637746578,0.62384259
50674,1,"[Cotton, Other, Merino]",Zealana,Lace,1,Performa KIWI Lace,zealana-performa-kiwi-lace,4.41,0.356701623,0.599040778
50762,1,"[Cotton, Merino]",Classic Elite Yarns,Worsted,,Chesapeake,classic-elite-yarns-chesapeake,4.59,0.443136954,0.491314593
50804,1,"[Other, Merino]",Zealana,Fingering,1,Performa RIMU Fingering,zealana-performa-rimu-fingering,4.43,0.563159105,0.574634778
50817,0,[Wool],John Q,DK,0,Creative DK,john-q-creative-dk,3.7,0.651870537,0.776549074
50821,0,[Merino],Araucania,Aran,,Panguipulli,araucania-panguipulli,4.55,0.69869988,0.753870986
50841,0,[Polyester],PolarKnit,Aran,1,Worsted,polarknit-worsted,3.44,0.25970538,0.325667868
50865,1,"[Camel, Merino]",Debbie Bliss,Aran,0,Fez,debbie-bliss-fez,4.51,0.723584519,0.791058709
50881,1,"[Cashmere, Nylon, Merino]",Three Irish Girls,Fingering,1,Glenhaven CashMerino Sock,three-irish-girls-glenhaven-cashmerino-sock,4.83,0.6170081,0.679316962
50887,0,[Merino],BaT'at Hand Dyed Yarns,Sport,1,Original Sock,batat-hand-dyed-yarns-original-sock,4.54,0.736594906,0.801694538
50888,1,"[Cashmere, Nylon, Merino]",Three Irish Girls,Aran,1,Glenhaven CashMerino Worsted ,three-irish-girls-glenhaven-cashmerino-worsted,4.82,0.620108231,0.609130259
50902,0,[Merino],Wool2dye4,Fingering,,Sheila's Sock,wool2dye4-sheilas-sock,4.71,0.692170451,0.816142965
50948,1,"[Angora, Merino]",Filature du Valgaudemar,Worsted,,Sable,filature-du-valgaudemar-sable,4.6,0.688890377,0.731751884
50966,1,"[Rayon, Wool, Acrylic]",Plymouth Yarn,Worsted,1,Encore Tweed,plymouth-yarn-encore-tweed,4.28,0.606180546,0.561900005
51063,1,"[Wool, Nylon, Acrylic]",Phildar,Light Fingering,1,Phil Light ,phildar-phil-light,3.41,0.552391683,0.61170738
51129,1,"[Nylon, Bamboo, Merino]",ONline,Light Fingering,1,Supersocke 100 Emotion II-Color,online-supersocke-100-emotion-ii-color,4.29,0.430869852,0.541884157
51142,1,"[Nylon, Merino]",Simply Socks Yarn Company,Fingering,1,Simply Sock,simply-socks-yarn-company-simply-sock,4.45,0.693997889,0.757589549
51228,1,"[Rayon, Acrylic, Merino, Llama]",Mirasol Yarn,Worsted,0,Akapana,mirasol-yarn-akapana,4.38,0.188532962,0.118398089
51229,0,[Cotton],Wolle's Yarn Creations,Fingering,,Color Changing Cotton 50 gr,wolles-yarn-creations-color-changing-cotton-50-gr,4.66,0.3880407,0.596177348
51230,0,[Cotton],Wolle's Yarn Creations,Fingering,,Color Changing Cotton 100 gr,wolles-yarn-creations-color-changing-cotton-100-gr,4.35,0.107303641,0.455281737
51238,1,"[Nylon, Polyester, Merino]",Lang Yarns,Aran,0,Lanalux,lang-yarns-lanalux,4.17,0.39305819,0.378263867
51261,1,"[Acrylic, Wool]",Sirdar,Bulky,1,Escape Chunky,sirdar-escape-chunky,4.05,0.366577041,0.3286079
51266,1,"[Nylon, Acrylic]",King Cole,Super Bulky,1,Comfort Chunky,king-cole-comfort-chunky,4.11,0.451373349,0.612703873
51276,1,"[Nylon, Wool]",Lana Grossa,Fingering,1,Meilenweit Men,lana-grossa-meilenweit-men,4.23,0.648366013,0.676643272
51292,1,"[Acrylic, Merino]",Lana Grossa,Aran,0,Cinque,lana-grossa-cinque,4.24,0.566548139,0.473704154
51300,1,"[Merino, Nylon, Alpaca]",Lang Yarns,Lace,1,Alpaca Superlight,lang-yarns-alpaca-superlight,4.06,0.596256453,0.660119407
51317,0,[Wool],"Knit One, Crochet Too",Worsted,0,Ty-Dy Wool,knit-one-crochet-too-ty-dy-wool,4.32,0.62260276,0.716421471
51323,1,"[Other, Alpaca, Nylon, Merino]",Naturally,Fingering,1,Waikiwi,naturally-waikiwi,4.56,0.503222072,0.552608541
51346,0,[Merino],Heirloom,DK,1,Color Works,heirloom-color-works,4.38,0.746240864,0.870621986
51365,1,"[Nylon, Cashmere, Merino]",Squoosh Fiberarts,Lace,1,Merino Cashmere : Lace,squoosh-fiberarts-merino-cashmere--lace,4.83,0.39683372,0.378267465
51408,0,[Cotton],Milford,Thread,,Soft Knitting and Crochet Cotton,milford-soft-knitting-and-crochet-cotton,4.21,0.246359643,0.371069408
51479,1,"[Nylon, Cashmere, Merino]",Stricken Smitten,Fingering,1,Sinful Sock ,stricken-smitten-sinful-sock,4.58,0.602305431,0.629248008
51512,1,"[Nylon, Merino]",Wandering Cat Yarns,Fingering,1,Alley Cat Sock,wandering-cat-yarns-alley-cat-sock,4.88,0.521357585,0.502548619
51621,1,"[Cotton, Linen]",BC Garn,Sport,1,Allino,bc-garn-allino,4.33,0.227360799,0.523606511
51624,0,[Merino],Pickles,DK,0,Extra Fine Merino,pickles-extra-fine-merino,4.3,0.671831086,0.754868167
51628,1,"[Nylon, Cashmere, Merino]",Indigodragonfly,Worsted,1,MerGoat Worsted,indigodragonfly-mergoat-worsted,4.93,0.568688251,0.577720493
51689,0,[Merino],Swans Island,Worsted,,Natural Colors Merino Worsted,swans-island-natural-colors-merino-worsted,4.68,0.81988211,0.810630658
51749,1,"[Other, Cashmere, Acrylic, Merino]",Lana Grossa,Aran,0,Giro,lana-grossa-giro,4.45,0.16007056,0.050971632
51761,1,"[Nylon, Alpaca, Merino]",Du Store Alpakka,DK,1,Sterk,du-store-alpakka-sterk,4.5,0.505101141,0.454374437
51805,0,[Alpaca],GGH,Worsted,0,Baby Alpaka,ggh-baby-alpaka,4.47,0.563336004,0.594302398
51808,1,"[Plant fiber, Merino]",Three Irish Girls,Fingering,0,Westerly Sea Sock,three-irish-girls-westerly-sea-sock,4.44,0.523999529,0.532300983
51882,1,"[Alpaca, Mohair, Acrylic]",Bergère de France,Bulky,1,Cocoon,bergere-de-france-cocoon,4.04,0.434995399,0.415077705
51888,1,"[Acrylic, Wool]",Lang Yarns,Bulky,1,Colora,lang-colora,3.91,0.55864007,0.577746277
51894,1,"[Nylon, Merino]",Unplanned Peacock Studio,Fingering,1,Peacock Sock,unplanned-peacock-studio-peacock-sock,4.72,0.698449144,0.720955223
52008,0,[Merino],Pierrot Yarns,DK,0,Soft Merino,pierrot-yarns-soft-merino,4.16,0.735773145,0.785110806
52010,1,"[Linen, Silk]",Anzula,Lace,,Breeze,anzula-breeze,4.65,0.17955682,0.179057608
52015,0,[Merino],Posh Yarn,Fingering,,Elinor Sock,posh-yarn-elinor-sock,4.75,0.61629253,0.565337858
52030,1,"[Nylon, Wool]",Zwerger Garn,Fingering,1,Opal Schafpate,zwerger-garn-opal-schafpate,4.59,0.641378614,0.823810168
52080,1,"[Other, Nylon, Merino]",Knit Picks,Fingering,1,Stroll Tweed,knit-picks-stroll-tweed,4.35,0.430638865,0.5528702
52097,1,"[Acrylic, Wool]",Patons UK,Aran,1,Wool Blend Aran,patons-uk-wool-blend-aran,3.75,0.611189058,0.634202359
52114,0,[Wool],Hjertegarn,Aran,0,Incawool,hjertegarn-incawool,4.13,0.710174551,0.794957035
52133,0,[Merino],Schoppel-Wolle,Sport,1,Ambiente,schoppel-wolle-ambiente,4.6,0.678078669,0.795108974
52134,1,"[Silk, Alpaca, Merino]",Mirasol Yarn,DK,0,K'acha,mirasol-yarn-kacha,4.63,0.441271256,0.466716823
52164,1,"[Cotton, Acrylic]",100Farbspiele,Sport,,Unikatwolle 6-fädig,100farbspiele-unikatwolle-6-fadig,4.27,0.302110997,0.502553283
52177,1,"[Nylon, Wool]",Hjertegarn,Fingering,1,Kunstgarn,hjertegarn-kunstgarn,3.78,0.537152854,0.540223265
52270,1,"[Alpaca, Merino]",Louisa Harding,Aran,0,Thistle,louisa-harding-thistle,4.6,0.624158878,0.688376997
52315,1,"[Wool, Acrylic]",King Cole,DK,1,Moods Duet DK,king-cole-moods-duet-dk,3.92,0.629001148,0.686619774
52323,1,"[Silk, Alpaca, Merino]",Louisa Harding,DK,0,Willow Tweed,louisa-harding-willow-tweed,4.36,0.5950475,0.675295153
52345,1,"[Nylon, Merino]",SweetGeorgia Yarns,Fingering,1,Tough Love Sock,sweetgeorgia-yarns-tough-love-sock,4.61,0.736784867,0.755889331
52415,1,"[Wool, Acrylic, Nylon]",Phildar,Super Bulky,,Rapido,phildar-rapido,3.77,0.533135635,0.57850507
52487,1,"[Silk, Other, Merino]",Zealana,Fingering,1,Performa KAURI Fingering,zealana-performa-kauri-fingering,4.56,0.595326671,0.678052134
52488,1,"[Silk, Other, Merino]",Zealana,Worsted,1,Performa KAURI Worsted,zealana-performa-kauri-worsted,4.69,0.690809649,0.733282925
52506,1,"[Silk, Cashmere, Merino]",Fiesta Yarns,Lace,0,Gracie's Lace,fiesta-yarns-gracies-lace,4.54,0.591305157,0.659515499
52529,0,[Wool],Schoeller+Stahl,Super Bulky,,Filzi,schoellerstahl-filzi,4.29,0.574075519,0.640508145
52585,0,[Merino],Valley Yarns,DK,1,Valley Superwash DK,valley-yarns-valley-superwash-dk,4.45,0.778592446,0.848734007
52615,1,"[Alpaca, Wool]",Lana Grossa,Super Bulky,0,Linea Pura Fauna,lana-grossa-linea-pura-fauna,4.61,0.453819908,0.406325697
52634,0,[Cashmere],The Plucky Knitter,DK,0,Cashmere Handpainted DK Weight,the-plucky-knitter-cashmere-handpainted-dk-weight,4.94,0.593820723,0.601353105
52662,0,[Merino],Garnstudio,Sport,1,DROPS Baby Merino,garnstudio-drops-baby-merino,4.34,0.752399726,0.782395582
52665,0,[Merino],Lanas Stop,Fingering,1,Prima Merino,lanas-stop-prima-merino,4.46,0.762674071,0.929125893
52703,1,"[Bamboo, Wool]",Colinette,Aran,0,Art,colinette-art,4.56,0.237359346,0.187539389
52707,1,"[Nylon, Cashmere, Merino]",Anzula,Fingering,1,Squishy,anzula-squishy,4.85,0.584438052,0.640293438
52709,0,[Merino],Anzula,Lace,1,Wash My Lace,anzula-wash-my-lace,4.61,0.491287175,0.538374023
52743,1,"[Silk, Nylon, Wool]","Knit One, Crochet Too",Fingering,1,Crock-O-Dye,knit-one-crochet-too-crock-o-dye,4.56,0.668254434,0.736892093
52773,0,[Wool],Rico Design,Aran,0,Creative Poems Aran,rico-design-creative-poems-aran,4.2,0.498342389,0.474223312
52805,1,"[Alpaca, Merino]",Misti Alpaca,Worsted,0,Tonos Worsted,misti-alpaca-tonos-worsted,4.71,0.708273146,0.721255766
52844,1,"[Nylon, Wool]",Zettl,Fingering,1,Sockenwolle Cortina,zettl-sockenwolle-cortina,3.24,0.649754425,0.684008511
52846,0,[Merino],Lana Grossa,Super Bulky,0,Ragazza Lei,lana-grossa-ragazza-lei,4.25,0.400611734,0.374259752
52855,1,"[Nylon, Cashmere, Merino]",Sunshine Yarns,Fingering,1,Luxury Sock,sunshine-yarns-luxury-sock,4.85,0.461727279,0.454914561
52878,1,"[Merino, Cotton]",Lana Grossa,Worsted,0,Evento,lana-grossa-evento,4.43,0.365851768,0.361640342
52895,1,"[Angora, Merino]",Lana Gatto,Aran,,Class,lana-gatto-class,4.3,0.676767422,0.758876419
52967,0,[Merino],Abuelita Yarns,Fingering,0,Baby Merino Lace,abuelita-yarns-baby-merino-lace,4.26,0.614640036,0.61196997
52969,1,"[Alpaca, Other, Microfiber]",Ella Rae,Bulky,0,Latte,ella-rae-latte,4.16,0.313026379,0.249798761
52977,0,[Merino],Three Irish Girls,Bulky,1,Springvale Bulky,three-irish-girls-springvale-bulky,4.87,0.54550472,0.513276418
53266,0,[Merino],Cascade Yarns,Bulky,1,128 Superwash ,cascade-yarns-128-superwash,4.47,0.81562544,0.817659729
53296,1,"[Cashmere, Nylon, Merino]",Dragonfly Fibers ,Fingering,1,Djinni Sock,dragonfly-fibers-djinni-sock,4.69,0.477756819,0.495123708
53360,1,"[Bamboo, Alpaca]",Katia,DK,0,Qina,katia-qina,4.64,0.502560355,0.477237218
53383,0,[Wool],Kauni,Sport,,Wool 8/2 Solids,kauni-wool-8-2-solids,4.38,0.621424236,0.780558251
53395,0,[Wool],Kauni,Lace,0,Wool 8/1 Lace,kauni-wool-8-1-lace,3.98,0.430354723,0.441466579
53483,0,[Merino],Filatura Di Crosa,DK,1,Zara Chiné,filatura-di-crosa-zara-chine,4.6,0.681861622,0.845981215
53502,0,[Wool],Marks & Kattens,Sport,,M&K Eco Baby Ull Color,marks--kattens-mk-eco-baby-ull-color,3.87,0.590185078,0.55672041
53504,1,"[Nylon, Merino]",Viola,Fingering,1,Sock,viola-sock,4.76,0.669384027,0.695480329
53513,0,[Wool],Brown Sheep,Super Bulky,,Lanaloft Bulky ,brown-sheep-lanaloft-bulky,4.53,0.391787803,0.437217186
53523,1,"[Nylon, Wool]",Tausendschön,Fingering,1,Handgefärbte Sockenwolle 4fach,tausendschon-handgefarbte-sockenwolle-4fach,4.71,0.835145365,0.689880848
53539,0,[Merino],madelinetosh,Fingering,1,Tosh Merino Light,madelinetosh-tosh-merino-light,4.7,0.625873412,0.669077389
53590,0,[Merino],ColourMart,Light Fingering,,100% Super Fine Geelong 3/14NM Fingering Weight,colourmart-100-super-fine-geelong-3-14nm-fingering-weight,4.78,0.757143247,0.602036494
53609,0,[Merino],The Yarn Yard,Fingering,1,Clan,the-yarn-yard-clan,4.38,0.830733349,0.949906773
53622,1,"[Nylon, Cashmere, Merino]",Turtlepurl Yarns,Sport,1,Softshell Turtle Toes,turtlepurl-yarns-softshell-turtle-toes,4.96,0.552596177,0.565195691
53628,0,[Alpaca],TOFT,DK,,DK Alpaca,toft-dk-alpaca,4.62,0.673121141,0.699398196
53732,1,"[Silk, Cashmere, Merino]",Schoppel-Wolle,Worsted,1,Cashmere Queen,schoppel-wolle-cashmere-queen,4.66,0.598340133,0.584030338
53762,0,[Merino],Austermann,Sport,1,Merino 160,austermann-merino-160,4.57,0.600569615,0.635136048
53778,0,[Cotton],Nazli Gelin,Thread,1,Garden 10,nazli-gelin-garden-10,4.67,0.405460921,0.67112382
53800,1,"[Nylon, Merino]",String Theory Colorworks,Light Fingering,1,Entanglement Self Striping,string-theory-colorworks-entanglement-self-striping,4.68,0.638327302,0.636941019
53804,0,[Merino],Punta Yarns,Super Bulky,0,Meritwist Hand Paint,punta-yarns-meritwist-hand-paint,4.65,0.812475024,0.757605547
53824,0,[Merino],Finkhof,Sport,,Merinowolle dünn,finkhof-merinowolle-dunn,4.46,0.717485555,0.789415086
53835,0,[Merino],Rosários 4,Light Fingering,1,Merino Land,rosarios-4-merino-land,4.32,0.754938228,0.835228559
53838,0,[Alpaca],Viking of Norway,Bulky,0,Eco-Alpaca,viking-of-norway-eco-alpaca,4.36,0.664584991,0.665121596
53839,1,"[Nylon, Wool]",ONline,Sport,1,Supersocke 6 fach/6 ply Wellness II Color,online-supersocke-6-fach-6-ply-wellness-ii-color,4.17,0.616506608,0.770858996
53891,0,[Wool],Aade Lõng,Lace,0,Ühevärviline lõng / Solid 8/1,aade-long-uhevarviline-long---solid-8-1,4.31,0.430324625,0.441407623
53906,1,"[Wool, Alpaca]",Misti Alpaca,Super Bulky,0,Hand Paint Super Chunky,misti-international-hand-paint-super-chunky,4.65,0.625018431,0.70533107
53938,0,[Merino],Rico Design,DK,1,Essentials Merino DK,rico-design-essentials-merino-dk,4.45,0.824473776,0.820191721
53965,1,"[Polyester, Merino]",Lang Yarns,Bulky,1,Merino 70,lang-yarns-merino-70,4.48,0.57819366,0.583712282
53967,1,"[Silk, Cashmere, Merino]",Spirit Trail Fiberworks,Fingering,1,Sunna,spirit-trail-fiberworks-sunna,4.9,0.540574185,0.634756935
53975,0,[Merino],Hadley House Studio (formerly fiberphile yarns),Worsted,1,Super Squish Worsted,fiberphile-hand-dyed-yarns--fibers-super-squish-worsted,4.61,0.558133534,0.600323696
54195,1,"[Other, Cotton, Soy, Wool]",South West Trading Company,Light Fingering,1,TOFUtsies Solids,south-west-trading-company-tofutsies-solids,4.04,0.323835494,0.441103243
54304,1,"[Nylon, Wool]",teetee,Sport,1,Pallas,teetee-pallas,3.84,0.817354108,0.634231223
54388,1,"[Rayon, Wool, Acrylic]",James C. Brett,Aran,1,Rustic Aran Tweed,james-c-brett-rustic-aran-tweed,4.4,0.32644339,0.319255817
54427,1,"[Nylon, Cashmere, Merino]",Sun Valley Fibers ,Lace,0,MCN Lace,sun-valley-fibers-mcn-lace,4.77,0.437628626,0.455946677
54431,1,"[Nylon, Wool]",String Theory Hand Dyed Yarn,Light Fingering,1,Bluestocking,string-theory-hand-dyed-yarn-bluestocking,4.69,0.606151711,0.739306828
54476,0,[Wool],BC Garn,Fingering,,Semilla Fino,bc-garn-semilla-fino,4.2,0.892932619,0.862468332
54487,0,[Wool],BC Garn,DK,,Semilla,bc-garn-semilla,4.35,0.855772667,0.817297444
54612,0,[Merino],Three Fates,Fingering,1,eponymous,three-fates-eponymous,4.65,0.753975632,0.854214065
54667,0,[Merino],MillaMia,Sport,1,Naturally Soft Merino,millamia-naturally-soft-merino,4.74,0.79407156,0.905237017
54722,1,"[Alpaca, Wool]",Good Karma Farm,Worsted,0,60/40 Wool/Alpaca,good-karma-farm-60-40-wool-alpaca,4.67,0.690772008,0.768609895
54738,0,[Merino],Ambrosia Cottage,DK,,Merino Love,ambrosia-cottage-merino-love,4.75,0.679784131,0.731471693
54742,1,"[Wool, Acrylic]",Wolle Rödel,Super Bulky,0,Polar,wolle-rodel-polar,4.07,0.394073117,0.351951295
54779,0,[Merino],Dragonfly Fibers ,DK,1,Traveller ,dragonfly-fibers-traveller,4.79,0.517579085,0.63490052
54780,0,[Merino],Dragonfly Fibers ,Lace,0,Squishy Lace,dragonfly-fibers-squishy-lace,4.67,0.394662627,0.403236204
54815,1,"[Nylon, Merino]",Artist's Palette Yarns ,Fingering,1,Smoothie Sock,artists-palette-yarns-smoothie-sock,4.63,0.533403144,0.544455641
54902,1,"[Nylon, Cashmere, Merino]",Wool2dye4,Fingering,0,Cash Sock MCN,wool2dye4-cash-sock-mcn,4.56,0.67522363,0.534684483
54957,1,"[Nylon, Wool]",Lang Yarns,Fingering,0,Jawoll Magic,lang-yarns-jawoll-magic,3.99,0.366010369,0.347198682
54968,0,[Merino],Lana Grossa,Sport,1,Cool Wool Merino Superfein,lana-grossa-cool-wool-merino-superfein,4.51,0.733014108,0.833682256
54983,1,"[Cashmere, Silk, Merino]",madelinetosh,Sport,1,Pashmina,madelinetosh-pashmina,4.82,0.56799379,0.587232433
55003,1,"[Nylon, Wool]",Lana Grossa,Fingering,1,Meilenweit Rainbow,lana-grossa-meilenweit-rainbow,3.71,0.617709538,0.653378907
55011,1,"[Mohair, Metallic, Silk]",Schulana,Lace,,Kid-Seta Lux,schulana-kid-seta-lux,4.57,0.472510187,0.511044975
55049,1,"[Nylon, Wool]",Schoppel-Wolle,Lace,1,Lace Ball,schoppel-wolle-lace-ball,4.1,0.387532844,0.378014585
55238,1,"[Alpaca, Silk, Merino]",madelinetosh,Fingering,,Eyre Light,madelinetosh-eyre-light,4.75,0.585770213,0.519142409
55261,0,[Wool],Teksrena,Fingering,,Knitting Yarn,teksrena-knitting-yarn,4.25,0.713074355,0.848883047
55297,1,"[Silk, Merino]",Posh Yarn,Aran,,Sylvia Aran ,posh-yarn-sylvia-aran,4.9,0.670231858,0.721535642
55300,0,[Merino],Unplanned Peacock Studio,Fingering,1,Twisty Sock,unplanned-peacock-studio-twisty-sock,4.76,0.534211923,0.605800225
55320,0,[Merino],Fyberspates,Fingering,1,Sheila's Sock,fyberspates-sheilas-sock,4.65,0.646037008,0.644053151
55322,1,"[Nylon, Wool]",Garnstudio,Fingering,1,DROPS Delight,garnstudio-drops-delight,3.77,0.469773755,0.514795317
55336,0,[Alpaca],Lion Brand,DK,0,LB Collection Baby Alpaca,lion-brand-lb-collection-baby-alpaca,4.57,0.658371955,0.64841851
55394,1,"[Merino, Alpaca]",Cascade Yarns,Aran,,Eco Duo,cascade-yarns-eco-duo,4.61,0.619527655,0.539027894
55476,0,[Merino],Plymouth Yarn,Worsted,1,Worsted Merino Superwash Solids,plymouth-yarn-worsted-merino-superwash-solids,4.46,0.751370363,0.842113054
55499,1,"[Wool, Nylon]",Tivoli,Aran,,Ocean,tivoli-ocean,3.81,0.448636454,0.443738656
55505,1,"[Cashmere, Nylon, Merino]",Western Sky Knits,Fingering,0,Magnolia Sock / MCN,western-sky-knits-magnolia-sock---mcn,4.84,0.573452438,0.582265819
55527,1,"[Acrylic, Wool]",Lion Brand,Aran,1,Amazing,lion-brand-amazing,3.98,0.577307663,0.604814601
55531,1,"[Nylon, Acrylic]",King Cole,Aran,0,Comfort Aran,king-cole-comfort-aran,4.31,0.214296483,0.218610774
55553,1,"[Nylon, Merino]",Filatura Lanarota ,Fingering,1,Fashion Toes,filatura-lanarota-fashion-toes,4.32,0.687171257,0.718150825
55555,0,[Wool],Filatura Lanarota ,Worsted,0,Rich Wool,filatura-lanarota-rich-wool,4.31,0.659413506,0.731486478
55560,1,"[Silk, Merino]",Filatura Lanarota ,Worsted,0,Soft Silk,filatura-lanarota-soft-silk,4.12,0.549174804,0.506238224
55575,1,"[Nylon, Wool, Bamboo]",Think Bamboo,Fingering,0,Bamboo Wool,think-bamboo-bamboo-wool,3.95,0.568571522,0.598135083
55637,0,[Merino],madelinetosh,Worsted,1,Tosh Vintage,madelinetosh-tosh-vintage,4.8,0.558883083,0.578575572
55638,1,"[Camel, Merino]",Lana Gatto,Aran,0,Camel Hair,lana-gatto-camel-hair,4.7,0.506662014,0.525104341
55675,1,"[Silk, Alpaca]",wollerey,DK,,Carmano,wollerey-carmano,4.96,0.660783015,0.738791736
55695,0,[Wool],Knit Collage,Super Bulky,,Gypsy Garden,knit-collage-gypsy-garden,4.65,0.405417954,0.373672803
55741,0,[Merino],Squoosh Fiberarts,Fingering,1,Ultra Sock,squoosh-fiberarts-ultra-sock,4.47,0.717919975,0.838179107
55753,0,[Llama],South West Trading Company,Sport,0,Llama Lluxury,south-west-trading-company-llama-lluxury,4.59,0.367835449,0.362217003
55759,0,[Merino],Squoosh Fiberarts,Worsted,1,Ultra Worsted,squoosh-fiberarts-ultra-worsted,4.7,0.57607009,0.578455387
55873,0,[Wool],Aade Lõng,Lace,,Artistic 8/1,aade-long-artistic-8-1,4.26,0.628153031,0.748890233
55900,0,[Wool],Studio Donegal,Aran,0,Donegal Aran Tweed,studio-donegal-donegal-aran-tweed,4.45,0.798472249,0.812832311
55904,0,[Wool],FibroFibers,Fingering,1,Nightfall Fingering Shawl Ball,fibrofibers-nightfall-fingering-shawl-ball,4.68,0.567990917,0.657764272
55919,0,[Merino],Bumblebirch,Worsted,1,Forage,bumblebirch-forage,4.84,0.741694745,0.821575153
55927,0,[Merino],Black Trillium Fibre Studio,Fingering,1,Pebble Sock,black-trillium-fibre-studio-pebble-sock,4.74,0.770371615,0.912878804
56088,0,[Cotton],Wolle's Yarn Creations,Sport,,Color Changing Cotton 6ply,wolles-yarn-creations-color-changing-cotton-6ply,4.46,0.320465176,0.48276147
56094,1,"[Camel, Silk]",The Woolen Rabbit,Fingering,0,Oasis,the-woolen-rabbit-oasis,4.6,0.74074027,0.850670527
56102,0,[Wool],Filatura Lanarota ,Worsted,0,Wool Heathers,filatura-lanarota-wool-heathers,4.17,0.655311005,0.749901599
56118,0,[Cotton],Blue Sky Alpacas,Worsted,,Multi Cotton,blue-sky-alpacas-multi-cotton,4.55,0.315787865,0.453246871
56156,0,[Merino],Zitron,Sport,1,Unisono,zitron-unisono,4.69,0.756325661,0.844960875
56166,0,[Cotton],Katia,Fingering,1,Candy,katia-candy,4.39,0.228578415,0.484192309
56233,1,"[Wool, Acrylic]",Troitsk Yarn,DK,1,Countryside (Подмосковная),troitsk-wool-countryside-,3.58,0.736957158,0.84088787
56234,1,"[Nylon, Wool]",Schoppel-Wolle,Sport,1,Zauberball Stärke 6,schoppel-wolle-zauberball-starke-6,4.38,0.627825565,0.631133587
56239,0,[Alpaca],Estelle Yarns,Lace,0,Super Alpaca Lace,estelle-super-alpaca-lace,4.26,0.583741503,0.665363636
56279,1,"[Cashmere, Silk, Rayon, Merino]",ColourMart,DK,,Cashmere/Silk/Viscose/Merino 2/6NM DK Weight,colourmart-cashmere-silk-viscose-merino-2-6nm-dk-weight,4.56,0.525308534,0.571640292
56365,0,[Merino],Ashford,Fingering,1,Mackenzie,ashford-mackenzie,4.28,0.802352226,0.971432628
